label,text,cleaned_text,normalized_text,tokens,token_count,processed_text
0,drunk skunk get im hung,drunk skunk get im hung,drunk skunk get im hung,drunk skunk get im hung,5,drunk skunk get im hung
0,appl juic gave heart burn,appl juic gave heart burn,appl juic gave heart burn,appl juic gave heart burn,5,appl juic gave heart burn
4,got mbp back never buy regular laptop,got mbp back never buy regular laptop,got mbp back never buy regular laptop,got mbp back never buy regular laptop,7,got mbp back never buy regular laptop
4,lol ye sweetheart real person,lol ye sweetheart real person,lol ye sweetheart real person,lol ye sweetheart real person,5,lol ye sweetheart real person
4,gonna lunch get money go surf,gonna lunch get money go surf,gonna lunch get money go surf,gon na lunch get money go surf,7,gon na lunch get money go surf
4,ye full day,ye full day,ye full day,ye full day,3,ye full day
0,wish real peopl would follow,wish real peopl would follow,wish real peopl would follow,wish real peopl follow,4,wish real peopl follow
4,sure bring,sure bring,sure bring,sure bring,2,sure bring
4,busybusybusyy empireampampmmlampampbiancosampampsleepoverampampwarehousethingyy funfunfunn xx,busybusybusyy empireampampmmlampampbiancosampampsleepoverampampwarehousethingyy funfunfunn xx,busybusybusyy empireampampmmlampampbiancosampampsleepoverampampwarehousethingyy funfunfunn xx,busybusybusyy funfunfunn xx,3,busybusybusyy funfunfunn xx
4,haha neither nonstud life guess mahin ek baar expens citi,haha neither nonstud life guess mahin ek baar expens citi,haha neither nonstud life guess mahin ek baar expens citi,haha neither nonstud life guess mahin ek baar expen citi,10,haha neither nonstud life guess mahin ek baar expen citi
0,haha squid oooo ya im ganna tri get figur tomorrow im like freakin die without phone,haha squid oooo ya im ganna tri get figur tomorrow im like freakin die without phone,haha squid oooo ya im ganna tri get figur tomorrow im like freakin die without phone,haha squid oooo ya im ganna tri get figur tomorrow im like freakin die without phone,16,haha squid oooo ya im ganna tri get figur tomorrow im like freakin die without phone
4,consid us pay fortun healthcar let kiddi mani sticker want,consid us pay fortun healthcar let kiddi mani sticker want,consid us pay fortun healthcar let kiddi mani sticker want,consid us pay fortun healthcar let kiddi mani sticker want,10,consid us pay fortun healthcar let kiddi mani sticker want
0,hate cat,hate cat,hate cat,hate cat,2,hate cat
0,bluetooth mous failur blue tooth definit mous,bluetooth mous failur blue tooth definit mous,bluetooth mous failur blue tooth definit mous,bluetooth mou failur blue tooth definit mou,7,bluetooth mou failur blue tooth definit mou
4,practic danc present,practic danc present,practic danc present,practic danc present,3,practic danc present
4,ye nice slept window open,ye nice slept window open,ye nice slept window open,ye nice slept window open,5,ye nice slept window open
4,ye htp race take pole aston martin dutch gt championship junior strou let win race,ye htp race take pole aston martin dutch gt championship junior strou let win race,ye htp race take pole aston martin dutch gt championship junior strou let win race,ye htp race take pole aston martin dutch gt championship junior strou let win race,15,ye htp race take pole aston martin dutch gt championship junior strou let win race
4,refersawesomemucha gracia man,refersawesomemucha gracia man,refersawesomemucha gracia man,gracia man,2,gracia man
0,go bank real dont want go,go bank real dont want go,go bank real dont want go,go bank real dont want go,6,go bank real dont want go
4,woooowww cant believ your spain love demi,woooowww cant believ your spain love demi,woooowww cant believ your spain love demi,woooowww cant believ spain love demi,6,woooowww cant believ spain love demi
4,havent starbuck hope dont get shaki that prefer coffe bean,havent starbuck hope dont get shaki that prefer coffe bean,havent starbuck hope dont get shaki that prefer coffe bean,havent starbuck hope dont get shaki prefer coff bean,9,havent starbuck hope dont get shaki prefer coff bean
0,arent divorcedyet poor kid,arent divorcedyet poor kid,arent divorcedyet poor kid,arent divorcedyet poor kid,4,arent divorcedyet poor kid
4,hug sam go floor tomorrow night well readi mil pretti much finish offic,hug sam go floor tomorrow night well readi mil pretti much finish offic,hug sam go floor tomorrow night well readi mil pretti much finish offic,hug sam go floor tomorrow night well readi mil pretti much finish offic,13,hug sam go floor tomorrow night well readi mil pretti much finish offic
0,didnt get job stuff magazin dammit would amaz oh well,didnt get job stuff magazin dammit would amaz oh well,didnt get job stuff magazin dammit would amaz oh well,didnt get job stuff magazin dammit amaz oh well,9,didnt get job stuff magazin dammit amaz oh well
4,dollar footlong,dollar footlong,dollar footlong,dollar footlong,2,dollar footlong
0,explain wonder wasnt invit got pajama got tooth brush,explain wonder wasnt invit got pajama got tooth brush,explain wonder wasnt invit got pajama got tooth brush,explain wonder wasnt invit got pajama got tooth brush,9,explain wonder wasnt invit got pajama got tooth brush
0,dont even want know,dont even want know,dont even want know,dont even want know,4,dont even want know
4,u watch kungfu panda big pictur small pictur pictur see,u watch kungfu panda big pictur small pictur pictur see,u watch kungfu panda big pictur small pictur pictur see,watch kungfu panda big pictur small pictur pictur see,9,watch kungfu panda big pictur small pictur pictur see
0,realli want go tonight stupid work tomorrow,realli want go tonight stupid work tomorrow,realli want go tonight stupid work tomorrow,realli want go tonight stupid work tomorrow,7,realli want go tonight stupid work tomorrow
0,laid goodi noth like feel like complet failur loser get blood flow,laid goodi noth like feel like complet failur loser get blood flow,laid goodi noth like feel like complet failur loser get blood flow,laid goodi noth like feel like complet failur loser get blood flow,12,laid goodi noth like feel like complet failur loser get blood flow
4,school season end wednesday think go well juli summer basebal year,school season end wednesday think go well juli summer basebal year,school season end wednesday think go well juli summer basebal year,school season end wednesday think go well juli summer baseb year,11,school season end wednesday think go well juli summer baseb year
4,see respons,see respons,see respons,see respon,2,see respon
0,boredboredbor want watch gossip girl fam taken tv never get watch gg suck,boredboredbor want watch gossip girl fam taken tv never get watch gg suck,boredboredbor want watch gossip girl fam taken tv never get watch gg suck,boredboredbor want watch gossip girl fam taken tv never get watch gg suck,13,boredboredbor want watch gossip girl fam taken tv never get watch gg suck
4,ye im selfish see eye want see feel heart want feel morn,ye im selfish see eye want see feel heart want feel morn,ye im selfish see eye want see feel heart want feel morn,ye im selfish see eye want see feel heart want feel morn,12,ye im selfish see eye want see feel heart want feel morn
0,cranki today car accid,cranki today car accid,cranki today car accid,cranki today car accid,4,cranki today car accid
0,itchi eye,itchi eye,itchi eye,itchi eye,2,itchi eye
0,mani work miss sum special,mani work miss sum special,mani work miss sum special,mani work miss sum special,5,mani work miss sum special
0,hurt wrist pleas pleas pleas ok tomorrow,hurt wrist pleas pleas pleas ok tomorrow,hurt wrist pleas pleas pleas ok tomorrow,hurt wrist plea plea plea ok tomorrow,7,hurt wrist plea plea plea ok tomorrow
4,hmm alright well case im who pay ticket lol messin thatd fun though,hmm alright well case im who pay ticket lol messin thatd fun though,hmm alright well case im who pay ticket lol messin thatd fun though,hmm alright well case im pay ticket lol messin thatd fun though,12,hmm alright well case im pay ticket lol messin thatd fun though
4,happi birthday,happi birthday,happi birthday,happi birthday,2,happi birthday
0,lol idk bb im kinda everyth atm lol p,lol idk bb im kinda everyth atm lol p,lol idk bb im kinda everyth atm lol p,lol idk bb im kinda everyth atm lol,8,lol idk bb im kinda everyth atm lol
0,dont think rain much harder,dont think rain much harder,dont think rain much harder,dont think rain much harder,5,dont think rain much harder
0,man make feel like fuck shit fuck life hardcor,man make feel like fuck shit fuck life hardcor,man make feel like fuck shit fuck life hardcor,man make feel like fuck shit fuck life hardcor,9,man make feel like fuck shit fuck life hardcor
0,awesom nooner run sad miss race,awesom nooner run sad miss race,awesom nooner run sad miss race,awesom nooner run sad miss race,6,awesom nooner run sad miss race
0,tivo remot far away,tivo remot far away,tivo remot far away,tivo remot far away,4,tivo remot far away
0,wonder much twat must come today,wonder much twat must come today,wonder much twat must come today,wonder much twat come today,5,wonder much twat come today
4,walk dog traci pick kid,walk dog traci pick kid,walk dog traci pick kid,walk dog traci pick kid,5,walk dog traci pick kid
4,enjoy sun often u say uk,enjoy sun often u say uk,enjoy sun often u say uk,enjoy sun often say uk,5,enjoy sun often say uk
4,nope noth tv gonna watch dvd dont know im mood give suggest xx,nope noth tv gonna watch dvd dont know im mood give suggest xx,nope noth tv gonna watch dvd dont know im mood give suggest xx,nope noth tv gon na watch dvd dont know im mood give suggest xx,14,nope noth tv gon na watch dvd dont know im mood give suggest xx
4,knowww tell what deal red wing,knowww tell what deal red wing,knowww tell what deal red wing,knowww tell deal red wing,5,knowww tell deal red wing
4,proud littlest loskutoff graduat well,proud littlest loskutoff graduat well,proud littlest loskutoff graduat well,proud littlest loskutoff graduat well,5,proud littlest loskutoff graduat well
